GCA_000008085-CALJACFG_00140	Q58172|2.A.16.4.4	23.907	343	230	6	1	315	1	340	6.27e-24	99.0
GCA_000008085-CALJACFG_00470	Q07711|3.A.7.7.1	31.915	423	225	18	2	378	4	409	8.40e-30	120
GCA_000008085-CALJACFG_01090	D3E1Z1|3.A.2.3.2	52.439	574	260	8	4	565	7	579	0.0	597
GCA_000008085-CALJACFG_01090	Q60186|3.A.2.3.1	53.285	548	243	6	4	547	7	545	0.0	593
GCA_000008085-CALJACFG_01090	Q08636|3.A.2.2.2	48.801	584	280	8	1	565	3	586	0.0	559
GCA_000008085-CALJACFG_01090	Q4UJ82|3.A.2.2.8	51.024	537	248	8	3	524	21	557	0.0	558
GCA_000008085-CALJACFG_01090	Q9XW92|3.A.2.2.7	48.485	528	258	7	4	517	10	537	0.0	539
GCA_000008085-CALJACFG_01090	O23654|3.A.2.2.5	50.094	531	249	8	7	522	27	556	0.0	538
GCA_000008085-CALJACFG_01090	P50516|3.A.2.2.6	46.516	574	290	9	7	563	24	597	0.0	537
GCA_000008085-CALJACFG_01090	P38606|3.A.2.2.4	46.007	576	294	9	7	565	24	599	0.0	531
GCA_000008085-CALJACFG_01090	O83541|3.A.2.3.3	46.416	558	284	7	2	545	9	565	3.11e-179	518
GCA_000008085-CALJACFG_01090	O83441|3.A.2.3.3	39.332	539	292	9	4	527	8	526	9.12e-131	394
GCA_000008085-CALJACFG_01090	P17255|3.A.2.2.3	48.639	294	147	2	228	517	716	1009	8.93e-87	290
GCA_000008085-CALJACFG_01090	P17255|3.A.2.2.3	51.136	264	119	6	4	257	28	291	2.65e-81	275
GCA_000008085-CALJACFG_01090	P50002|3.A.2.1.5	31.402	328	200	9	171	491	98	407	1.34e-31	127
GCA_000008085-CALJACFG_01090	P0ABB4|3.A.2.1.1	29.641	334	207	8	171	494	91	406	1.30e-30	124
GCA_000008085-CALJACFG_01090	P40290|3.A.6.1.1	32.218	239	149	3	187	425	134	359	1.76e-30	123
GCA_000008085-CALJACFG_01090	O84676|3.A.6.3.1	33.871	248	146	6	182	425	129	362	3.47e-30	122
GCA_000008085-CALJACFG_01090	P0A1C1|3.A.6.1.2	27.796	313	195	7	187	492	123	411	5.05e-30	121
GCA_000008085-CALJACFG_01090	I7LZV1|3.A.2.1.4	30.149	335	197	10	175	494	126	438	1.95e-29	120
GCA_000008085-CALJACFG_01090	P29707|3.A.2.1.2	29.375	320	204	7	176	490	103	405	1.16e-28	118
GCA_000008085-CALJACFG_01090	P0A1B9|3.A.6.1.3	30.544	239	154	2	187	425	123	349	2.69e-28	116
GCA_000008085-CALJACFG_01090	A1B8P0|3.A.2.1.7	28.612	353	228	10	173	513	100	440	2.31e-26	111
GCA_000008085-CALJACFG_01090	Q9GPE9|3.A.2.1.13	28.399	331	213	9	169	491	128	442	9.52e-26	110
GCA_000008085-CALJACFG_01090	BAK19948|3.A.2.1.10	31.988	322	197	9	181	494	119	426	9.78e-26	109
GCA_000008085-CALJACFG_01090	P00830|3.A.2.1.3	30.061	326	202	10	175	491	141	449	1.89e-25	109
GCA_000008085-CALJACFG_01090	A0ZW41|3.A.2.1.11	29.102	323	212	8	175	491	134	445	2.07e-25	109
GCA_000008085-CALJACFG_01090	Q467E9|3.A.2.1.12	29.070	344	215	10	185	517	122	447	1.24e-24	106
GCA_000008085-CALJACFG_01090	P26465|3.A.6.2.1	25.914	301	199	7	202	498	161	441	3.23e-23	102
GCA_000008085-CALJACFG_01090	O84722|3.A.6.3.1	29.740	269	141	7	200	444	141	385	3.61e-21	95.5
GCA_000008085-CALJACFG_01090	Q19626|3.A.2.2.7	24.524	420	268	13	129	534	98	482	4.37e-21	95.9
GCA_000008085-CALJACFG_01090	P15313|3.A.2.2.4	22.703	555	303	18	4	534	44	496	7.52e-21	95.1
GCA_000008085-CALJACFG_01750	Q8U019|3.A.5.7.2	32.427	478	282	11	4	466	6	457	1.10e-58	199
GCA_000008085-CALJACFG_01750	Q60175|3.A.5.7.4	27.660	470	295	7	8	475	7	433	3.41e-53	184
GCA_000008085-CALJACFG_01750	P28542|3.A.5.7.1	27.383	493	305	16	5	466	7	477	4.61e-34	132
GCA_000008085-CALJACFG_01750	P61619|3.A.5.9.1	24.153	472	304	10	12	457	16	459	1.28e-32	128
GCA_000008085-CALJACFG_01750	Q9H9S3|3.A.5.9.1	23.125	480	315	10	4	457	8	459	4.21e-31	124
GCA_000008085-CALJACFG_01750	P32915|3.A.5.8.1	26.273	491	307	13	12	475	17	479	4.61e-29	118
GCA_000008085-CALJACFG_01750	G9M9M7|3.A.5.9.2	25.314	478	302	14	12	463	17	465	5.66e-28	115
GCA_000008085-CALJACFG_01770	Q9L714|3.A.7.18.1	31.926	379	231	10	173	538	91	455	2.99e-50	181
GCA_000008085-CALJACFG_01770	Q9XC06|3.A.7.15.1	32.791	369	229	10	185	542	25	385	3.17e-47	171
GCA_000008085-CALJACFG_01770	Q7UHP7|9.A.47.2.1	32.033	359	223	8	194	541	79	427	6.14e-45	165
GCA_000008085-CALJACFG_01770	Q56469|3.A.7.4.1	32.046	259	150	9	277	523	66	310	6.78e-22	96.3
GCA_000008085-CALJACFG_01770	B3DUC3|9.A.47.2.2	29.904	311	187	12	227	521	17	312	1.99e-21	95.5
GCA_000008085-CALJACFG_01810	Q58207|3.A.1.122.14	28.941	387	241	11	5	380	3	366	1.95e-34	129
GCA_000008085-CALJACFG_01810	Q973J4|3.A.1.122.10	27.134	328	218	5	2	317	4	322	1.06e-25	106
GCA_000008085-CALJACFG_01810	A8TDX0|3.A.1.122.7	25.899	417	257	12	3	380	5	408	1.24e-25	106
GCA_000008085-CALJACFG_01810	P75831|3.A.1.122.1	26.506	415	245	15	3	380	256	647	2.00e-24	104
GCA_000008085-CALJACFG_01810	N9J6M5|3.A.1.122.18	25.310	403	271	12	1	380	268	663	1.39e-23	101
GCA_000008085-CALJACFG_01810	A4YGY2|3.A.1.122.5	22.857	420	267	11	1	379	3	406	1.95e-22	97.1
GCA_000008085-CALJACFG_01930	P55072|3.A.16.1.1	46.552	232	123	1	99	329	467	698	2.79e-65	220
GCA_000008085-CALJACFG_01930	P55072|3.A.16.1.1	46.414	237	123	2	106	341	201	434	1.35e-62	213
GCA_000008085-CALJACFG_01930	P25694|3.A.16.1.2	47.107	242	123	3	106	345	211	449	3.74e-64	218
GCA_000008085-CALJACFG_01930	P25694|3.A.16.1.2	43.882	237	130	3	99	333	477	712	1.75e-59	205
GCA_000008085-CALJACFG_01930	C6KT34|3.A.16.1.3	47.541	244	122	3	106	348	204	442	4.71e-64	217
GCA_000008085-CALJACFG_01930	C6KT34|3.A.16.1.3	45.333	225	122	1	99	322	470	694	2.26e-59	204
GCA_000008085-CALJACFG_01930	P40341|3.A.29.1.1	46.038	265	133	4	89	349	333	591	8.64e-64	216
GCA_000008085-CALJACFG_01930	B7G1T3|3.A.25.1.1	47.619	231	120	1	102	331	601	831	1.40e-62	214
GCA_000008085-CALJACFG_01930	B7G1T3|3.A.25.1.1	38.854	314	164	9	43	351	280	570	3.65e-57	199
GCA_000008085-CALJACFG_01930	P0AAI3|9.B.307.1.2	44.444	243	133	2	108	349	151	392	1.01e-61	208
GCA_000008085-CALJACFG_01930	P46468|3.A.25.2.1	43.678	261	137	4	105	358	523	780	1.71e-60	209
GCA_000008085-CALJACFG_01930	P46468|3.A.25.2.1	43.231	229	127	2	104	331	929	1155	2.61e-55	194
GCA_000008085-CALJACFG_01930	P39925|3.A.29.1.1	41.367	278	147	6	81	349	266	536	1.53e-59	204
GCA_000008085-CALJACFG_01930	O67077|9.B.307.1.1	51.584	221	102	4	100	317	146	364	1.22e-58	199
GCA_000008085-CALJACFG_01930	Q9N3T5|3.A.29.1.2	44.177	249	133	4	106	349	290	537	3.31e-56	195
GCA_000008085-CALJACFG_01930	P32795|3.A.29.1.1	40.392	255	147	3	96	349	268	518	6.30e-54	188
GCA_000008085-CALJACFG_01930	Q8RY16|3.A.20.1.2	36.271	295	165	8	88	361	637	929	8.55e-54	189
GCA_000008085-CALJACFG_01930	P54813|3.A.29.1.2	39.759	249	146	3	102	349	241	486	4.33e-51	180
GCA_000008085-CALJACFG_01930	Q38IE1|3.A.20.1.3	35.294	306	165	7	88	361	662	966	1.04e-50	181
GCA_000008085-CALJACFG_01930	P33760|3.A.20.1.5	42.920	226	123	6	104	325	727	950	2.08e-48	174
GCA_000008085-CALJACFG_01930	O43933|3.A.20.1.1	39.111	225	132	3	103	325	833	1054	4.11e-47	171
GCA_000008085-CALJACFG_01930	Q13608|3.A.20.1.1	35.052	291	168	6	88	361	684	970	2.17e-45	166
GCA_000008085-CALJACFG_01930	P18759|1.F.1.1.2	38.148	270	135	7	111	349	241	509	6.87e-44	160
GCA_000008085-CALJACFG_01930	P46459|1.F.1.1.1	37.294	303	151	11	78	359	190	474	1.61e-42	157
GCA_000008085-CALJACFG_01930	P24004|3.A.20.1.5	35.169	236	140	3	100	325	688	920	4.09e-42	156
GCA_000008085-CALJACFG_01930	Q9UBP0|1.R.1.1.1	33.452	281	163	7	106	369	339	612	8.64e-40	148
GCA_000008085-CALJACFG_01970	P37908|9.A.40.2.4	25.553	407	229	12	11	353	21	417	6.71e-30	117
GCA_000008085-CALJACFG_02040	Q57634|1.A.23.4.2	55.490	337	147	2	1	335	10	345	7.42e-116	338
GCA_000008085-CALJACFG_02040	Q58543|1.A.23.4.1	42.733	344	181	6	3	337	22	358	1.63e-65	210
GCA_000008085-CALJACFG_02040	O25170|1.A.23.4.10	30.634	284	165	3	84	335	325	608	1.50e-38	144
GCA_000008085-CALJACFG_02040	P0AEB5|1.A.23.4.3	33.190	232	148	4	110	335	102	332	7.33e-33	124
GCA_000008085-CALJACFG_02040	P0C0S1|1.A.23.2.1	31.982	222	143	3	115	334	60	275	6.33e-29	112
GCA_000008085-CALJACFG_02730	Q08637|3.A.2.2.2	44.819	415	205	7	8	406	29	435	2.70e-115	343
GCA_000008085-CALJACFG_02730	D3E1Z2|3.A.2.3.2	43.897	426	215	8	4	406	16	440	4.96e-114	340
GCA_000008085-CALJACFG_02730	Q60187|3.A.2.3.1	46.556	363	181	4	58	407	73	435	2.26e-113	339
GCA_000008085-CALJACFG_02730	O83540|3.A.2.3.3	45.387	401	199	8	19	406	43	436	4.27e-113	339
GCA_000008085-CALJACFG_02730	P16140|3.A.2.2.3	43.318	434	213	10	3	406	33	463	6.69e-111	334
GCA_000008085-CALJACFG_02730	Q9N5A0|3.A.2.2.7	43.427	426	213	8	3	400	46	471	1.75e-109	330
GCA_000008085-CALJACFG_02730	Q19626|3.A.2.2.7	43.026	423	212	8	6	400	38	459	6.73e-108	326
GCA_000008085-CALJACFG_02730	P15313|3.A.2.2.4	44.089	406	193	8	19	400	78	473	1.01e-106	323
GCA_000008085-CALJACFG_02730	P11574|3.A.2.2.5	43.405	417	194	8	19	405	56	460	4.46e-106	321
GCA_000008085-CALJACFG_02730	Q91YH6|3.A.2.2.6	43.842	406	194	8	19	400	78	473	4.72e-106	322
GCA_000008085-CALJACFG_02730	Q8W4E2|3.A.2.2.5	43.301	418	194	8	19	405	56	461	4.85e-106	321
GCA_000008085-CALJACFG_02730	Q9SZN1|3.A.2.2.5	43.165	417	195	8	19	405	57	461	6.02e-106	321
